region,feature_group,time_slice,day_type,n_pairs,energy,wasserstein,mmd,flow_error_abs,flow_error_pct,speed_error_abs,speed_error_pct,mean_flow_pems,mean_flow_sl,mean_speed_pems,mean_speed_sl
high,all,am_peak,weekday,1012,0.4342264259597055,0.4005119119180101,0.0688457059078369,1974.9357707509882,45.129045449116006,11.144664031620556,19.061590516527463,4376.196640316206,5967.373517786561,58.46660079051383,52.16403162055336
high,all,am_peak,weekend,352,0.19277244847357355,0.27038930240825687,0.030691905436861178,1158.84375,39.380835978590795,2.775568181818182,4.201210911968077,2942.659090909091,3414.150568181818,66.06590909090909,66.9971590909091
high,all,midday,weekday,1265,0.42537595862998323,0.40594371521716466,0.0655953512415044,2458.018972332016,55.73978965332416,7.230197628458499,12.433693403190333,4409.810276679842,6572.294071146245,58.15003952569169,57.21106719367589
high,all,midday,weekend,440,0.28441156413488233,0.3317179859909176,0.04530407467724845,1884.8363636363636,41.211629705162686,6.91409090909091,11.46425287529582,4573.554545454545,6076.463636363636,60.31,59.95454545454545
high,all,off_peak,weekday,2728,0.10631348216521186,0.19976201920734243,0.019258143072966694,1201.5318914956013,56.25627197605154,2.8377932551319653,4.221518045128772,2135.8185483870966,2705.659090909091,67.22210410557184,66.15395894428153
high,all,off_peak,weekend,968,0.13860779364056164,0.22150712357384666,0.024739605827550526,1095.9597107438017,50.550394629757044,2.9857438016528923,4.453532377559448,2168.0537190082646,2544.180785123967,67.04214876033058,66.02685950413223
high,all,pm_peak,weekday,979,0.4835522978062663,0.41227270663681087,0.06842898861926577,2253.9581205311542,49.75387151804634,10.727374872318691,18.97257836366231,4530.216547497446,6367.545454545455,56.5414708886619,51.550561797752806
high,all,pm_peak,weekend,352,0.4347901390899249,0.3904747183874355,0.06315988193487432,2067.431818181818,46.25832697686245,7.036363636363635,11.451609920289988,4469.318181818182,5971.9375,61.44431818181818,58.20738636363637
low,all,am_peak,weekday,828,0.28044712523618687,0.2851394259103669,0.05192156588166008,679.6690821256038,52.852398787364244,2.591545893719807,3.874320215508837,1285.975845410628,1185.193236714976,66.8903381642512,64.95531400966183
low,all,am_peak,weekend,288,0.13116700350099375,0.2204413643610701,0.0407290813853215,289.2638888888889,47.44380470747695,1.6291666666666664,2.4141514967533464,609.6979166666666,632.1909722222222,67.48402777777778,67.48263888888889
low,all,midday,weekday,1035,0.34413619340559,0.36453108459781014,0.04250367677509065,778.2,56.81185446845549,3.0716908212560385,4.647477597321911,1369.784541062802,1733.584541062802,66.09371980676329,64.06280193236715
low,all,midday,weekend,360,0.18996265987657068,0.28541378494540914,0.02209041224310354,714.1722222222222,48.63764573681393,2.3877777777777776,3.5800854622541705,1468.3527777777779,1808.125,66.69611111111112,65.96944444444445
low,all,off_peak,weekday,2232,0.34755918041560463,0.3339069620735095,0.07299866498626584,137.9144265232975,52.70073617531244,2.4615591397849466,3.662521648354726,261.69354838709677,321.2334229390681,67.20940860215053,65.27374551971326
low,all,off_peak,weekend,792,0.35234012217722643,0.32768912857351445,0.07562984285804258,122.06565656565657,47.810884992952694,2.5727272727272728,3.8237932419296112,255.30934343434345,288.9179292929293,67.28207070707072,65.41035353535354
low,all,pm_peak,weekday,801,0.36330269203933163,0.3303797637656603,0.04463363065117543,872.1335830212234,58.30173767101508,3.684644194756554,5.5681119282186335,1495.896379525593,1865.5605493133583,66.17403245942572,63.227215980024965
low,all,pm_peak,weekend,288,0.37547404426326025,0.34427199103629874,0.04960178682590949,615.4861111111111,48.59527151504518,3.022916666666667,4.512470715070596,1266.5555555555557,1608.1458333333333,66.99027777777776,65.29166666666667
rural,all,am_peak,weekday,920,1.1625452370433287,0.5705038002686251,0.19547765764561698,486.55326086956524,14.323669642571438,11.663804347826087,20.187374777774643,3396.8478260869565,3359.157608695652,57.77771739130435,69.43913043478261
rural,all,am_peak,weekend,320,0.9122437161911461,0.4790312945399251,0.16877807038223752,400.190625,16.56047578343526,6.949375000000001,10.510842644584352,2416.540625,2506.3875,66.11625,73.065625
rural,all,midday,weekday,1150,0.8144369320731788,0.4889081678007783,0.15146937706727648,645.62,18.45952612470112,10.203826086956523,17.564889381193307,3497.4895652173914,4006.6939130434785,58.09217391304348,67.6295652173913
rural,all,midday,weekend,400,0.36897894614677007,0.3616540833948746,0.053485053524589043,494.38,11.79555453755929,12.411,23.517485101424008,4191.24,4398.155,52.773500000000006,64.93
rural,all,off_peak,weekday,2480,0.6177459882678424,0.4047501445846662,0.11275878455710331,574.7608870967742,39.19473285211362,5.537701612903226,8.499278704676136,1466.4237903225805,1392.516129032258,65.15495967741936,70.5733870967742
rural,all,off_peak,weekend,880,0.5475988361727504,0.3653137310471415,0.09956158133178705,377.2227272727273,23.67618665869748,6.034204545454545,9.241015413584211,1593.2579545454546,1386.771590909091,65.29806818181818,71.32272727272728
rural,all,pm_peak,weekday,890,0.4561035904689841,0.38477669372113976,0.08300809725319114,637.9820224719101,17.96656495810415,6.145730337078652,9.943625459258895,3550.9404494382024,4084.1539325842696,61.80573033707865,66.74157303370787
rural,all,pm_peak,weekend,320,0.45667612430140014,0.3984578087260243,0.07099368342940615,492.040625,12.397180945002287,12.4221875,23.50808716993406,3968.971875,4257.2,52.8421875,64.878125
urban,all,am_peak,weekday,1012,0.07777149763271574,0.16445879100259522,0.016580150850739217,2331.26185770751,66.10114167814471,11.737351778656127,20.48092640232842,3526.810276679842,4205.744071146245,57.30869565217392,57.69268774703557
urban,all,am_peak,weekend,352,0.06076163831926529,0.15294068643563946,0.015422180432534294,924.2443181818181,49.197021570026976,4.96875,7.529186899473086,1878.659090909091,1998.215909090909,65.99318181818181,66.54261363636364
urban,all,midday,weekday,1265,0.13439442652158506,0.18822606095411093,0.031611108332647575,1864.0632411067193,49.190262329013024,6.875652173913044,11.086128859980857,3789.496442687747,4572.958893280633,62.0203162055336,61.66798418972332
urban,all,midday,weekend,440,0.1736571196900485,0.23574959931949874,0.043474450911090534,1377.0659090909091,40.435824847875736,5.365681818181819,8.379801020100306,3405.559090909091,3968.4113636363636,64.03113636363636,64.95681818181818
urban,all,off_peak,weekday,2728,0.0915556067756258,0.1826000203921814,0.01581931459760022,913.6187683284458,71.49456465615168,5.163352898019076,7.749175411716064,1277.8856304985338,1592.8511730205278,66.58214809384164,64.56456346294938
urban,all,off_peak,weekend,968,0.09777757557862099,0.1705102100147214,0.020340115297627803,641.9803719008264,55.41652212917327,5.026652892561983,7.56392917657666,1158.4638429752067,1408.6363636363637,66.4555785123967,65.0909090909091
urban,all,pm_peak,weekday,979,0.08999256756840524,0.15230060464599138,0.02084476096172605,2007.4187946884576,50.91755931037055,14.473544433094993,27.22295015196868,3942.488253319714,4698.807967313585,53.16670071501532,52.84984678243105
urban,all,pm_peak,weekend,352,0.18092130171851784,0.22804348276068315,0.04376565366764018,1479.9204545454545,44.39092977477823,5.2653409090909085,8.312478135679878,3333.8352272727275,3986.9375,63.34261363636363,64.01136363636364
high,flow,am_peak,weekday,1012,0.6202237684891672,0.6699423850457453,0.13967734846529434,1974.9357707509882,45.129045449116006,11.144664031620556,19.061590516527463,4376.196640316206,5967.373517786561,58.46660079051383,52.16403162055336
high,flow,am_peak,weekend,352,0.2218545418187554,0.37875545128962973,0.06865545181954658,1158.84375,39.380835978590795,2.775568181818182,4.201210911968077,2942.659090909091,3414.150568181818,66.06590909090909,66.9971590909091
high,flow,midday,weekday,1265,0.7653637683455048,0.8230272092650639,0.18797110233395287,2458.018972332016,55.73978965332416,7.230197628458499,12.433693403190333,4409.810276679842,6572.294071146245,58.15003952569169,57.21106719367589
high,flow,midday,weekend,440,0.4995070223938729,0.623780283755548,0.13451339840395304,1884.8363636363636,41.211629705162686,6.91409090909091,11.46425287529582,4573.554545454545,6076.463636363636,60.31,59.95454545454545
high,flow,off_peak,weekday,2728,0.10788522119773658,0.2868860387439849,0.025379178143558057,1201.5318914956013,56.25627197605154,2.8377932551319653,4.221518045128772,2135.8185483870966,2705.659090909091,67.22210410557184,66.15395894428153
high,flow,off_peak,weekend,968,0.13923408110799063,0.30011099868861,0.04450940394560676,1095.9597107438017,50.550394629757044,2.9857438016528923,4.453532377559448,2168.0537190082646,2544.180785123967,67.04214876033058,66.02685950413223
high,flow,pm_peak,weekday,979,0.7453809046620337,0.803985805873499,0.17194618031847575,2253.9581205311542,49.75387151804634,10.727374872318691,18.97257836366231,4530.216547497446,6367.545454545455,56.5414708886619,51.550561797752806
high,flow,pm_peak,weekend,352,0.5673088218657201,0.7136305612238096,0.14268397889863105,2067.431818181818,46.25832697686245,7.036363636363635,11.451609920289988,4469.318181818182,5971.9375,61.44431818181818,58.20738636363637
low,flow,am_peak,weekday,828,0.10277662244115149,0.2921956100956505,0.051793102703604044,679.6690821256038,52.852398787364244,2.591545893719807,3.874320215508837,1285.975845410628,1185.193236714976,66.8903381642512,64.95531400966183
low,flow,am_peak,weekend,288,0.04121788830035378,0.1576136155695017,0.011913567540466019,289.2638888888889,47.44380470747695,1.6291666666666664,2.4141514967533464,609.6979166666666,632.1909722222222,67.48402777777778,67.48263888888889
low,flow,midday,weekday,1035,0.2812168212522459,0.5242292313461427,0.04958020550897446,778.2,56.81185446845549,3.0716908212560385,4.647477597321911,1369.784541062802,1733.584541062802,66.09371980676329,64.06280193236715
low,flow,midday,weekend,360,0.23394239414257667,0.48320445735249257,0.04545720877030923,714.1722222222222,48.63764573681393,2.3877777777777776,3.5800854622541705,1468.3527777777779,1808.125,66.69611111111112,65.96944444444445
low,flow,off_peak,weekday,2232,0.04383454031584488,0.21204636700484983,0.007644554012080085,137.9144265232975,52.70073617531244,2.4615591397849466,3.662521648354726,261.69354838709677,321.2334229390681,67.20940860215053,65.27374551971326
low,flow,off_peak,weekend,792,0.04260304439021256,0.18358674411076686,0.009524615991819418,122.06565656565657,47.810884992952694,2.5727272727272728,3.8237932419296112,255.30934343434345,288.9179292929293,67.28207070707072,65.41035353535354
low,flow,pm_peak,weekday,801,0.23281654593856826,0.4211815489594891,0.053487365568780976,872.1335830212234,58.30173767101508,3.684644194756554,5.5681119282186335,1495.896379525593,1865.5605493133583,66.17403245942572,63.227215980024965
low,flow,pm_peak,weekend,288,0.2807917515613658,0.5185521027470421,0.056460002670613796,615.4861111111111,48.59527151504518,3.022916666666667,4.512470715070596,1266.5555555555557,1608.1458333333333,66.99027777777776,65.29166666666667
rural,flow,am_peak,weekday,920,0.5517344999447196,0.5337110317745696,0.17674752618773648,486.55326086956524,14.323669642571438,11.663804347826087,20.187374777774643,3396.8478260869565,3359.157608695652,57.77771739130435,69.43913043478261
rural,flow,am_peak,weekend,320,0.08350561407636992,0.21094800274625103,0.03232260394456721,400.190625,16.56047578343526,6.949375000000001,10.510842644584352,2416.540625,2506.3875,66.11625,73.065625
rural,flow,midday,weekday,1150,0.38048570363371637,0.5239037131410871,0.11684853957980612,645.62,18.45952612470112,10.203826086956523,17.564889381193307,3497.4895652173914,4006.6939130434785,58.09217391304348,67.6295652173913
rural,flow,midday,weekend,400,0.21759600310032923,0.34499543682462075,0.05379149270527528,494.38,11.79555453755929,12.411,23.517485101424008,4191.24,4398.155,52.773500000000006,64.93
rural,flow,off_peak,weekday,2480,0.11899000300877383,0.27722732179118975,0.04818122427178817,574.7608870967742,39.19473285211362,5.537701612903226,8.499278704676136,1466.4237903225805,1392.516129032258,65.15495967741936,70.5733870967742
rural,flow,off_peak,weekend,880,0.10128990005049632,0.221892660952916,0.03402189904526709,377.2227272727273,23.67618665869748,6.034204545454545,9.241015413584211,1593.2579545454546,1386.771590909091,65.29806818181818,71.32272727272728
rural,flow,pm_peak,weekday,890,0.2826443342935261,0.4944081171372899,0.0638433165505975,637.9820224719101,17.96656495810415,6.145730337078652,9.943625459258895,3550.9404494382024,4084.1539325842696,61.80573033707865,66.74157303370787
rural,flow,pm_peak,weekend,320,0.2927794466982183,0.43856293071327673,0.0777419945973492,492.040625,12.397180945002287,12.4221875,23.50808716993406,3968.971875,4257.2,52.8421875,64.878125
urban,flow,am_peak,weekday,1012,0.1337881649219752,0.3354641946197532,0.04799907534014147,2331.26185770751,66.10114167814471,11.737351778656127,20.48092640232842,3526.810276679842,4205.744071146245,57.30869565217392,57.69268774703557
urban,flow,am_peak,weekend,352,0.027004643866601175,0.15167410200776726,0.006914247573914123,924.2443181818181,49.197021570026976,4.96875,7.529186899473086,1878.659090909091,1998.215909090909,65.99318181818181,66.54261363636364
urban,flow,midday,weekday,1265,0.2607080790353953,0.3690319197768812,0.10178187841727027,1864.0632411067193,49.190262329013024,6.875652173913044,11.086128859980857,3789.496442687747,4572.958893280633,62.0203162055336,61.66798418972332
urban,flow,midday,weekend,440,0.22915098063712236,0.37563311857391724,0.09226777845499712,1377.0659090909091,40.435824847875736,5.365681818181819,8.379801020100306,3405.559090909091,3968.4113636363636,64.03113636363636,64.95681818181818
urban,flow,off_peak,weekday,2728,0.06149168073182443,0.2208938346355318,0.01565673409022661,913.6187683284458,71.49456465615168,5.163352898019076,7.749175411716064,1277.8856304985338,1592.8511730205278,66.58214809384164,64.56456346294938
urban,flow,off_peak,weekend,968,0.07917094046296658,0.2568564351508683,0.018666894791885436,641.9803719008264,55.41652212917327,5.026652892561983,7.56392917657666,1158.4638429752067,1408.6363636363637,66.4555785123967,65.0909090909091
urban,flow,pm_peak,weekday,979,0.1751437208466171,0.3125260979152525,0.06778001855836135,2007.4187946884576,50.91755931037055,14.473544433094993,27.22295015196868,3942.488253319714,4698.807967313585,53.16670071501532,52.84984678243105
urban,flow,pm_peak,weekend,352,0.2565896194088395,0.3939232834505898,0.09843485115462614,1479.9204545454545,44.39092977477823,5.2653409090909085,8.312478135679878,3333.8352272727275,3986.9375,63.34261363636363,64.01136363636364
high,speed,am_peak,weekday,1012,0.436062387237516,0.49003494157176786,0.13607835121015166,1974.9357707509882,45.129045449116006,11.144664031620556,19.061590516527463,4376.196640316206,5967.373517786561,58.46660079051383,52.16403162055336
high,speed,am_peak,weekend,352,0.21080032738066512,0.4123581402452179,0.07859124476885071,1158.84375,39.380835978590795,2.775568181818182,4.201210911968077,2942.659090909091,3414.150568181818,66.06590909090909,66.9971590909091
high,speed,midday,weekday,1265,0.42811327656178033,0.521605744633006,0.11435846910846081,2458.018972332016,55.73978965332416,7.230197628458499,12.433693403190333,4409.810276679842,6572.294071146245,58.15003952569169,57.21106719367589
high,speed,midday,weekend,440,0.2655520984722335,0.39432613905133485,0.077147003768397,1884.8363636363636,41.211629705162686,6.91409090909091,11.46425287529582,4573.554545454545,6076.463636363636,60.31,59.95454545454545
high,speed,off_peak,weekday,2728,0.16637059506459861,0.3758473303655886,0.05378325689730823,1201.5318914956013,56.25627197605154,2.8377932551319653,4.221518045128772,2135.8185483870966,2705.659090909091,67.22210410557184,66.15395894428153
high,speed,off_peak,weekend,968,0.18029652298395904,0.39411879638912606,0.06053073268598341,1095.9597107438017,50.550394629757044,2.9857438016528923,4.453532377559448,2168.0537190082646,2544.180785123967,67.04214876033058,66.02685950413223
high,speed,pm_peak,weekday,979,0.5108374769360906,0.5455404058970912,0.12673076348964785,2253.9581205311542,49.75387151804634,10.727374872318691,18.97257836366231,4530.216547497446,6367.545454545455,56.5414708886619,51.550561797752806
high,speed,pm_peak,weekend,352,0.5133894051622803,0.5683769671062162,0.12925662415710193,2067.431818181818,46.25832697686245,7.036363636363635,11.451609920289988,4469.318181818182,5971.9375,61.44431818181818,58.20738636363637
low,speed,am_peak,weekday,828,0.43907694394864016,0.5675453828646326,0.13269749772301342,679.6690821256038,52.852398787364244,2.591545893719807,3.874320215508837,1285.975845410628,1185.193236714976,66.8903381642512,64.95531400966183
low,speed,am_peak,weekend,288,0.2897677962124341,0.5394203314252946,0.16463980893469787,289.2638888888889,47.44380470747695,1.6291666666666664,2.4141514967533464,609.6979166666666,632.1909722222222,67.48402777777778,67.48263888888889
low,speed,midday,weekday,1035,0.44918521901044794,0.529172435358233,0.11396620169501193,778.2,56.81185446845549,3.0716908212560385,4.647477597321911,1369.784541062802,1733.584541062802,66.09371980676329,64.06280193236715
low,speed,midday,weekend,360,0.18538739690712047,0.3582902207241911,0.04358803908902398,714.1722222222222,48.63764573681393,2.3877777777777776,3.5800854622541705,1468.3527777777779,1808.125,66.69611111111112,65.96944444444445
